district,bid multiplier,households of 4,population - 16 to 24,population - 25 to 44,supermarkets,convenience stores,football stadiums,music Venues,meta,google trends,location - postal area,tier
CF14,1.1,"47,362","8,343","19,162",21,57,Medium,-,"25,294",High,Cardiff,1
CF15,0.9,"10,944","1,649","4,422",2,1,Medium,-,"6,183",High,Cardiff,3
CF23,1,"28,543","5,169","13,026",13,21,Medium,-,"14,133",High,Cardiff,1
CF24,1.05,"37,260","8,343","16,320",9,72,Medium,3,"23,117",Medium,Cardiff,1
CF30,0.82,-,-,-,-,-,Medium,-,-,High,Cardiff,5
CF31,1.02,"28,485","4,836","12,467",5,12,Medium,-,"18,683",High,Cardiff,1
CF32,0.97,"19,278","3,355","7,877",3,13,Medium,-,"11,600",High,Cardiff,2
CF33,0.88,"9,349","1,631","3,930",-,4,Medium,-,"5,800",High,Cardiff,4
CF34,0.9,"13,305","2,243","5,156",2,6,Medium,-,"7,383",High,Cardiff,3
CF35,0.92,"9,081","1,313","3,516",1,4,Medium,-,"7,267",High,Cardiff,3
CF36,0.88,"10,236","1,299","3,157",2,9,Medium,-,"5,233",High,Cardiff,4
CF37,1,"24,818","5,781","9,716",6,27,Medium,2,"16,100",High,Cardiff,1
CF38,0.89,"14,353","2,299","6,404",2,9,Medium,-,"8,583",Low,Cardiff,3
CF39,0.95,"18,633","3,427","7,440",4,12,Medium,-,"11,850",High,Cardiff,2
CF40,0.89,"13,367","2,525","5,313",1,11,Medium,-,"7,867",Medium,Cardiff,4
CF41,0.86,"6,935","1,209","2,701",-,6,Medium,-,"4,633",Medium,Cardiff,4
CF42,0.87,"8,742","1,477","3,053",1,7,Medium,-,"5,117",Medium,Cardiff,4
CF43,0.85,"7,933","1,400","2,850",1,1,Medium,-,"4,600",Medium,Cardiff,4
CF44,1.01,"25,185","4,501","9,673",3,16,Medium,-,"15,883",High,Cardiff,1
CF45,0.9,"12,749","2,354","4,911",1,14,Medium,-,"8,117",Medium,Cardiff,3
CF46,0.94,"8,971","1,548","3,619",3,8,Medium,-,"5,683",High,Cardiff,2
CF47,0.95,"14,222","2,684","5,773",2,16,Medium,-,"8,917",High,Cardiff,2
CF48,0.98,"17,590","3,235","6,958",3,13,Medium,-,"11,633",High,Cardiff,2
CF5,1.07,"42,890","7,242","17,842",14,34,Medium,-,"23,467",High,Cardiff,1
CF61,0.86,"6,073",960,"2,106",1,6,Medium,2,"2,967",High,Cardiff,4
CF62,1,"25,791","4,290","10,410",5,16,Medium,-,"17,500",High,Cardiff,1
CF63,0.9,"14,493","2,616","6,513",1,8,Medium,-,"8,200",Medium,Cardiff,3
CF64,0.96,"23,225","3,347","8,701",3,14,Medium,-,"12,250",High,Cardiff,2
CF71,0.86,"5,464",668,"1,680",3,3,Medium,-,"3,217",High,Cardiff,4
CF72,0.97,"15,987","2,289","7,358",4,9,Medium,-,"11,067",High,Cardiff,2
CF81,0.88,"10,618","1,996","4,139",-,2,Medium,-,"5,883",Medium,Cardiff,4
CF82,0.91,"12,557","2,328","5,420",4,9,Medium,-,"8,250",High,Cardiff,3
CF83,1.05,"34,817","5,884","14,893",4,22,Medium,-,"20,750",High,Cardiff,1
CF91,0.81,-,-,-,-,-,Medium,-,-,Medium,Cardiff,5
CF95,0.81,-,-,-,-,-,Medium,-,-,Medium,Cardiff,5
CF99,0.81,-,-,-,-,-,Medium,-,-,Medium,Cardiff,5
LD3,0.87,"12,066","1,775","4,136",6,5,Low,-,"7,067",Medium,Llandrindod Wells,4
NP12,0.94,"20,976","3,690","8,589",6,10,Low,-,"13,833",Medium,Newport,2
NP13,0.89,"12,998","2,509","4,958",1,7,Low,-,"7,650",Medium,Newport,3
NP22,0.91,"14,582","2,540","5,522",-,12,Low,-,"8,417",High,Newport,3
NP23,0.95,"21,535","3,964","8,707",4,11,Low,-,"14,300",Medium,Newport,2
NP24,0.83,"3,187",576,"1,304",-,2,Low,-,"1,783",Medium,Newport,5
SA10,0.92,"18,718","2,967","7,499",1,7,Low,1,"10,817",Medium,Swansea,3
SA11,0.95,"23,913","3,989","9,051",3,25,Low,-,"13,067",Medium,Swansea,2
SA12,0.94,"21,376","3,515","8,155",1,12,Low,-,"13,183",Medium,Swansea,2
SA13,0.9,"12,690","2,191","5,090",3,9,Low,-,"7,050",High,Swansea,3
SA19,0.83,"5,909",816,"1,768",1,6,Low,-,"2,700",Low,Swansea,5
SA20,0.82,"2,173",354,605,1,2,Low,-,"1,383",Low,Swansea,5
SA8,0.87,"7,980","1,341","3,123",-,4,Low,1,"4,667",Medium,Swansea,4
SA9,0.87,"9,726","1,530","3,556",-,4,Low,-,"5,883",Medium,Swansea,4
BA1,0.97,"27,415","5,371","11,335",13,28,Low,10,"11,250",High,Bath,2
BA11,0.96,"20,261","3,185","7,949",8,12,Low,-,"12,517",High,Bath,2
BA2,1.08,"45,435","8,343","16,607",19,28,Low,2,"22,533",High,Bath,1
BA3,0.96,"20,864","3,470","8,273",7,15,Low,1,"13,783",High,Bath,2
BA5,0.86,"10,923","1,634","3,349",3,13,Low,2,"6,533",Medium,Bath,4
BS0,0.8,-,-,-,-,-,Low,-,-,Medium,Bristol,5
BS1,0.95,"8,261","3,620","4,034",9,43,Medium,8,"10,850",High,Bristol,2
BS10,0.92,"18,021","3,026","7,721",9,17,Medium,-,"10,383",Medium,Bristol,3
BS11,0.89,"11,319","2,086","4,713",5,18,Medium,-,"7,567",Medium,Bristol,4
BS13,0.93,"19,235","3,708","7,359",7,5,Medium,-,"11,550",Medium,Bristol,3
BS14,0.94,"17,578","3,078","6,800",2,6,Medium,-,"11,450",High,Bristol,2
BS15,0.98,"30,016","5,265","12,816",5,26,Medium,1,"16,200",Medium,Bristol,2
BS16,1.09,"46,377","8,343","20,416",16,58,Medium,-,"29,517",Medium,Bristol,1
BS2,0.88,"11,594","3,041","5,975",3,15,Medium,8,"5,617",Medium,Bristol,4
BS20,0.97,"18,619","2,334","7,843",12,11,Medium,1,"10,867",High,Bristol,2
BS21,0.91,"14,341","1,990","5,288",7,9,Medium,-,"7,883",High,Bristol,3
BS22,0.93,"23,525","3,468","9,484",9,9,Medium,-,"14,067",Medium,Bristol,3
BS23,0.94,"22,592","3,685","8,549",2,22,Medium,1,"14,450",Low,Bristol,2
BS24,0.89,"11,568","1,590","5,082",2,3,Medium,-,"9,583",Medium,Bristol,4
BS25,0.84,"3,630",449,"1,028",1,4,Medium,-,"2,000",Medium,Bristol,5
BS29,0.82,"1,805",247,535,1,-,Medium,-,"1,317",Medium,Bristol,5
BS3,1.02,"25,862","4,311","14,835",7,37,Medium,1,"14,083",High,Bristol,1
BS31,0.9,"12,437","1,985","4,208",6,8,Medium,1,"9,067",Medium,Bristol,3
BS32,0.9,"15,335","2,539","8,968",4,6,Medium,-,"8,983",Medium,Bristol,3
BS34,0.95,"19,106","3,500","8,595",7,16,Medium,-,"13,667",Medium,Bristol,2
BS35,0.9,"13,215","2,105","4,612",4,11,Medium,-,"7,800",Medium,Bristol,3
BS36,0.86,"9,166","1,402","2,993",3,2,Medium,-,"5,617",Medium,Bristol,4
BS39,0.88,"9,126","1,491","3,482",2,15,Medium,-,"5,650",High,Bristol,4
BS4,1.01,"30,886","5,109","15,262",6,25,Medium,1,"17,600",High,Bristol,1
BS40,0.86,"7,690","1,152","2,468",1,10,Medium,-,"4,467",Medium,Bristol,4
BS41,0.84,"3,665",377,"1,710",1,-,Medium,1,"1,667",High,Bristol,4
BS48,0.93,"14,179","2,079","4,568",5,3,Medium,1,"7,383",High,Bristol,3
BS49,0.86,"7,198","1,140","2,642",1,7,Medium,-,"4,217",Medium,Bristol,4
BS5,1,"35,597","5,954","18,282",6,61,Medium,-,"17,117",Medium,Bristol,1
BS6,0.95,"23,038","8,159","11,934",-,36,Medium,1,"9,683",Medium,Bristol,2
BS7,0.98,"27,006","6,993","13,431",7,32,Medium,-,"14,233",Medium,Bristol,2
BS8,0.97,"18,242","6,598","9,260",15,22,Medium,1,"6,433",High,Bristol,2
BS9,0.9,"17,782","2,123","6,721",8,22,Medium,1,"8,050",Medium,Bristol,3
BS98,0.81,-,-,-,-,-,Medium,-,-,Medium,Bristol,5
BS99,0.81,-,-,-,-,-,Medium,-,-,Medium,Bristol,5
BS26,0.82,"3,056",492,959,1,1,Medium,-,"1,600",Low,Bristol,5
BS27,0.83,"4,275",630,"1,416",2,2,Medium,-,"2,850",Medium,Bristol,5
BS28,0.82,"1,937",296,545,-,1,Medium,-,"1,167",Low,Bristol,5
BS30,0.93,"18,589","3,177","7,599",6,9,Medium,1,"10,233",Medium,Bristol,3
BS37,0.95,"23,295","4,077","9,683",2,5,Medium,-,"15,900",Medium,Bristol,2
CF3,1.03,"27,056","4,957","11,133",3,16,Medium,-,"16,550",High,Cardiff,1
GL15,0.89,"12,661","1,975","4,562",1,7,Low,1,"7,783",Medium,Gloucester,4
GL16,0.87,"8,277","1,285","2,927",1,4,Low,-,"5,650",Medium,Gloucester,4
GL17,0.84,"6,745","1,010","2,467",2,-,Low,-,"3,667",Medium,Gloucester,5
GL11,0.87,"11,184","1,712","4,274",2,4,Low,1,"6,433",Medium,Gloucester,4
GL12,0.87,"8,502","1,357","3,145",1,7,Low,-,"5,550",Medium,Gloucester,4
GL13,0.83,"3,595",516,"1,318",1,-,Low,-,"2,533",Medium,Gloucester,5
GL14,0.86,"9,781","1,632","3,667",2,8,Low,-,"5,617",Low,Gloucester,4
GL2,1.03,"31,374","5,367","14,014",6,14,Low,-,"23,267",Medium,Gloucester,1
HR1,0.94,"19,676","3,196","7,147",4,13,Low,1,"11,850",High,Hereford,2
HR2,0.96,"24,584","4,166","10,026",1,17,Low,-,"13,833",High,Hereford,2
HR9,0.9,"12,900","1,820","4,284",6,12,Low,-,"7,883",High,Hereford,3
NP15,0.82,"4,572",627,"1,374",1,4,Low,-,"2,517",Low,Newport,5
NP16,0.88,"14,456","2,207","5,553",1,7,Low,1,"8,400",Medium,Newport,4
NP18,0.88,"10,268","1,700","3,490",2,10,Low,-,"6,483",High,Newport,4
NP19,1.04,"33,412","6,701","14,002",7,52,Low,2,"22,433",High,Newport,1
NP20,1.03,"33,326","6,522","13,552",6,58,Low,2,"20,633",High,Newport,1
NP25,0.86,"9,135","1,318","3,045",5,9,Low,4,"4,783",Medium,Newport,4
NP26,0.89,"13,743","2,383","5,217",5,6,Low,-,"8,467",Medium,Newport,4
NP44,1,"29,945","5,484","11,483",7,24,Low,-,"19,933",Medium,Newport,2
NP10,0.91,"14,442","2,266","6,278",1,2,Low,-,"10,700",Medium,Newport,3
NP11,0.95,"24,062","4,291","9,856",5,16,Low,1,"12,933",Medium,Newport,2
NP4,0.97,"28,722","5,077","11,091",3,17,Low,1,"17,900",Medium,Newport,2
NP7,0.89,"16,318","2,425","5,269",7,11,Low,1,"8,933",Low,Newport,4
NP8,0.82,"3,449",419,953,-,4,Low,-,"1,783",Low,Newport,5
SN14,0.91,"16,688","2,653","7,071",11,9,Low,1,"9,467",Medium,Swindon,3
TA8,0.87,"10,629","1,465","3,251",1,4,Low,-,"5,817",Medium,Taunton,4
TA9,0.85,"7,692","1,227","2,662",3,5,Low,-,"5,917",Low,Taunton,4
BA14,1.03,"29,958","4,915","12,849",6,25,Low,3,"18,783",High,Bath,1
BA15,0.85,"8,196",998,"2,598",2,6,Low,-,"3,683",Medium,Bath,4
BA13,0.9,"12,424","1,997","5,179",4,7,Low,-,"8,383",High,Bath,3
GL1,0.96,"22,259","4,876","10,443",6,43,Low,2,"15,033",Medium,Gloucester,2
GL10,0.88,"8,455","1,378","3,194",3,9,Low,-,"6,200",Medium,Gloucester,4
GL3,0.94,"18,864","2,967","7,643",9,12,Low,-,"12,533",Medium,Gloucester,2
GL4,0.99,"29,693","5,184","12,285",7,6,Low,-,"16,350",Medium,Gloucester,2
GL5,0.91,"19,651","3,148","7,810",7,16,Low,1,"9,417",Medium,Gloucester,3
GL50,0.91,"14,905","3,726","7,244",4,33,Low,6,"7,767",Medium,Gloucester,3
GL53,0.87,"11,944","1,546","4,606",7,9,Low,2,"5,200",Medium,Gloucester,4
GL6,0.87,"14,877","1,914","5,030",1,9,Low,1,"5,983",Medium,Gloucester,4
GL8,0.85,"5,192",684,"1,942",1,5,Low,-,"3,350",Medium,Gloucester,4
GL9,0.82,"1,574",245,547,-,-,Low,-,"1,083",Medium,Gloucester,5
GL7,0.95,"25,887","4,101","9,299",11,22,Low,-,"15,200",Medium,Gloucester,2
OX18,0.92,"14,777","2,288","7,152",5,8,Low,-,"10,550",Medium,Oxford,3
SN1,0.94,"19,910","3,695","11,271",9,49,Low,3,"14,100",Medium,Swindon,2
SN11,0.89,"13,433","2,108","5,744",2,4,Low,-,"8,633",Medium,Swindon,3
SN12,0.91,"15,441","2,429","5,986",7,9,Low,-,"11,417",Medium,Swindon,3
SN13,0.88,"10,285","1,413","4,095",3,5,Low,-,"5,317",High,Swindon,4
SN15,0.93,"21,039","3,468","9,156",9,14,Low,1,"12,550",Medium,Swindon,3
SN16,0.86,"8,352","1,094","3,219",2,7,Low,-,"4,917",Medium,Swindon,4
SN2,0.96,"26,699","4,635","12,375",8,13,Low,1,"16,117",Medium,Swindon,2
SN25,0.95,"21,877","3,259","13,237",5,11,Low,-,"16,000",Medium,Swindon,2
SN26,0.81,"1,049",163,331,-,-,Low,-,"1,000",Medium,Swindon,5
SN38,0.8,-,-,-,-,-,Low,-,-,Medium,Swindon,5
SN5,0.92,"20,568","3,624","9,354",5,8,Low,-,"11,983",Medium,Swindon,3
SN99,0.8,-,-,-,-,-,Low,-,-,Medium,Swindon,5
SN10,0.93,"19,182","2,836","7,144",3,11,Low,1,"11,183",High,Swindon,3
SN3,0.99,"32,194","5,616","12,820",7,9,Low,-,"19,517",Medium,Swindon,2
SN4,0.9,"16,786","2,527","6,072",2,18,Low,1,"10,483",Medium,Swindon,3
SN6,0.91,"12,880","1,700","4,962",3,5,Low,-,"7,733",High,Swindon,3
SN8,0.91,"14,233","1,868","5,098",2,18,Low,1,"6,967",High,Swindon,3
SN9,0.84,"5,023",655,"1,797",1,1,Low,-,"2,600",Medium,Swindon,5
SP3,0.84,"6,942",842,"2,147",2,10,Low,1,"3,133",Medium,Salisbury,4
SP4,0.94,"17,813","2,972","8,489",10,4,Low,-,"15,333",Medium,Salisbury,2
SP9,0.84,"4,844","1,061","3,087",-,1,Low,-,"4,817",Low,Salisbury,5
OX1,0.92,"10,756","2,021","5,390",11,15,Low,2,"8,467",High,Oxford,3
OX10,0.89,"15,497","2,150","6,859",7,12,Low,-,"9,267",Medium,Oxford,3
OX11,0.97,"20,481","3,298","9,904",7,15,Low,1,"15,883",High,Oxford,2
OX12,0.9,"15,373","2,342","6,130",6,3,Low,-,"10,083",Medium,Oxford,3
OX13,0.86,"7,460","1,078","3,079",3,2,Low,-,"5,000",Medium,Oxford,4
OX14,0.98,"27,440","4,137","12,083",7,10,Low,1,"15,133",Medium,Oxford,2
OX2,0.95,"23,644","3,537","10,676",14,17,Low,-,"8,017",High,Oxford,2
OX20,0.82,"2,993",324,"1,212",1,5,Low,-,"1,567",Low,Oxford,5
OX26,0.97,"20,471","3,338","10,678",9,19,Low,-,"15,550",Medium,Oxford,2
OX28,0.92,"17,223","2,856","8,185",4,16,Low,-,"9,617",Medium,Oxford,3
OX29,0.9,"13,784","1,990","4,827",3,13,Low,-,"9,500",Medium,Oxford,3
OX3,1,"27,056","5,556","13,282",16,12,Low,2,"14,067",High,Oxford,2
OX33,0.86,"4,587",710,"1,708",1,3,Low,-,"2,700",High,Oxford,4
OX4,1.05,"40,297","8,343","20,630",14,35,Low,2,"19,017",High,Oxford,1
OX44,0.89,"4,965",743,"1,980",-,4,Low,-,"2,733",High,Oxford,4
OX5,0.91,"14,379","2,229","5,757",2,5,Low,-,"8,217",High,Oxford,3
RG14,0.97,"24,150","3,652","11,236",10,17,Low,-,"14,150",Medium,Reading,2
RG17,0.86,"9,394","1,247","3,813",3,7,Low,-,"4,817",Medium,Reading,4
RG18,0.87,"10,890","1,747","4,998",2,3,Low,1,"6,283",Medium,Reading,4
RG20,0.88,"11,118","1,426","4,291",-,1,Low,-,"5,683",High,Reading,4
RG26,0.88,"13,505","2,001","5,543",3,3,Low,-,"8,050",Medium,Reading,4
RG31,0.9,"16,614","2,757","7,120",2,10,Low,-,"8,550",Medium,Reading,3
RG8,0.85,"10,923","1,408","3,907",3,7,Low,1,"4,783",Medium,Reading,4
SN7,0.85,"8,215","1,156","3,472",5,4,Low,1,"5,433",Medium,Swindon,4
GU14,1.01,"34,243","6,308","16,721",8,33,Low,-,"20,817",Medium,Guildford,1
GU15,0.93,"20,524","3,418","9,480",8,27,Low,-,"12,817",Medium,Guildford,3
GU16,0.9,"14,121","2,286","6,328",2,8,Low,1,"9,300",Medium,Guildford,3
GU17,0.84,"6,584","1,094","2,755",3,3,Low,-,"4,050",Low,Guildford,5
GU18,0.82,"4,062",533,"1,672",2,2,Low,-,"2,117",Medium,Guildford,5
GU19,0.82,"3,455",450,"1,624",5,4,Low,-,"2,217",Medium,Guildford,5
GU20,0.83,"2,610",298,968,-,3,Low,-,"1,400",Medium,Guildford,5
GU21,0.97,"30,715","4,891","15,598",12,22,Low,2,"15,933",Medium,Guildford,2
GU22,0.91,"20,346","2,931","10,040",5,8,Low,-,"11,300",Low,Guildford,3
GU23,0.83,"3,990",480,"1,514",6,3,Low,-,"1,967",Medium,Guildford,5
GU24,0.89,"9,831","1,468","4,383",2,6,Low,-,"5,900",High,Guildford,3
GU25,0.82,"3,197",448,"1,239",-,4,Low,-,"1,667",Medium,Guildford,5
GU46,0.85,"8,932","1,522","3,576",7,3,Low,-,"5,033",Medium,Guildford,4
GU47,0.87,"11,424","1,885","5,205",6,7,Low,-,"6,700",Medium,Guildford,4
GU95,0.8,-,-,-,-,-,Low,-,-,Medium,Guildford,5
GU1,0.91,"19,155","3,575","9,553",7,21,Low,3,"9,383",Medium,Guildford,3
GU10,0.89,"12,886","1,706","4,579",2,12,Low,1,"6,650",Medium,Guildford,4
GU11,0.92,"13,618","2,575","7,570",-,23,Low,3,"10,633",Medium,Guildford,3
GU12,0.95,"19,784","3,263","9,704",16,11,Low,-,"12,600",High,Guildford,2
GU2,0.93,"19,439","5,365","9,066",9,14,Low,2,"11,600",Medium,Guildford,3
GU3,0.85,"6,639",861,"2,554",-,4,Low,-,"3,217",Medium,Guildford,4
GU4,0.85,"9,864","1,376","4,026",2,2,Low,1,"4,400",Medium,Guildford,4
GU51,0.88,"14,322","1,965","7,049",10,6,Low,-,"7,883",Medium,Guildford,4
GU52,0.87,"9,415","1,330","4,185",2,5,Low,-,"5,783",Medium,Guildford,4
HA2,1,"33,750","6,384","16,820",3,137,Medium,2,"17,150",Medium,Harrow,1
HA4,0.97,"30,787","4,991","14,114",8,64,Medium,2,"14,917",Medium,Harrow,2
HA5,0.94,"27,733","4,157","11,565",10,82,Medium,1,"11,217",Medium,Harrow,2
HA6,0.88,"13,516","1,930","5,715",3,33,Medium,-,"6,150",Medium,Harrow,4
HP1,0.89,"15,383","2,588","6,527",3,19,Low,1,"8,567",Low,Hemel Hempstead,4
HP10,0.89,"11,556","1,739","4,610",2,11,Low,-,"6,017",Medium,Hemel Hempstead,4
HP11,0.86,"8,039","1,869","4,087",15,25,Low,3,"5,517",Low,Hemel Hempstead,4
HP12,0.88,"13,850","2,962","7,466",-,11,Low,-,"6,667",Medium,Hemel Hempstead,4
HP13,0.96,"26,705","5,488","13,768",4,30,Low,-,"14,517",Medium,Hemel Hempstead,2
HP14,0.87,"10,524","1,549","4,206",1,6,Low,2,"5,883",Medium,Hemel Hempstead,4
HP15,0.85,"10,253","1,558","3,694",5,7,Low,1,"4,967",Medium,Hemel Hempstead,4
HP16,0.83,"7,060","1,033","2,272",2,1,Low,-,"2,867",Medium,Hemel Hempstead,5
HP17,0.84,"6,088",763,"2,226",1,2,Low,-,"3,533",Medium,Hemel Hempstead,5
HP19,0.89,"14,880","2,381","8,531",5,13,Low,-,"8,800",Low,Hemel Hempstead,3
HP2,0.95,"24,556","4,337","11,353",12,15,Low,-,"15,217",Low,Hemel Hempstead,2
HP20,0.87,"9,363","1,548","4,723",31,12,Low,1,"5,533",Medium,Hemel Hempstead,4
HP21,0.93,"20,743","3,591","10,164",6,13,Low,-,"11,350",Medium,Hemel Hempstead,3
HP22,0.92,"14,690","1,950","5,569",-,16,Low,-,"11,200",High,Hemel Hempstead,3
HP23,0.86,"10,506","1,584","4,094",2,5,Low,1,"5,217",Low,Hemel Hempstead,4
HP27,0.84,"7,327","1,023","2,429",2,1,Low,-,"4,100",Low,Hemel Hempstead,5
HP3,0.91,"19,474","3,365","8,738",16,16,Low,-,"11,817",Medium,Hemel Hempstead,3
HP4,0.88,"14,760","1,801","6,190",10,6,Low,-,"6,733",Medium,Hemel Hempstead,4
HP5,0.93,"15,645","2,412","6,634",5,14,Low,2,"8,833",High,Hemel Hempstead,3
HP6,0.85,"8,512","1,178","3,140",2,13,Low,-,"4,233",Medium,Hemel Hempstead,4
HP7,0.85,"6,498",819,"2,685",1,24,Low,1,"2,400",Medium,Hemel Hempstead,4
HP8,0.82,"4,013",503,"1,316",1,1,Low,-,"2,000",Medium,Hemel Hempstead,5
HP9,0.85,"10,122","1,322","3,974",7,14,Low,-,"4,767",Low,Hemel Hempstead,4
HP18,0.87,"7,740","1,074","2,891",2,9,Low,-,"6,950",Medium,Hemel Hempstead,4
KT10,0.87,"12,338","1,708","4,799",2,13,Low,-,"5,667",Medium,Kingston upon Thames,4
KT11,0.85,"8,777","1,179","3,428",8,6,Low,-,"4,467",Medium,Kingston upon Thames,4
KT12,0.95,"23,170","3,237","10,929",7,18,Low,-,"12,033",Medium,Kingston upon Thames,2
KT13,0.87,"13,312","1,450","6,244",6,21,Low,1,"6,267",Medium,Kingston upon Thames,4
KT14,0.85,"8,380","1,049","3,932",5,8,Low,-,"4,433",Low,Kingston upon Thames,4
KT15,0.9,"17,208","2,516","7,377",7,11,Low,-,"9,883",Medium,Kingston upon Thames,3
KT16,0.88,"11,761","1,567","5,276",6,12,Low,-,"9,050",Medium,Kingston upon Thames,4
KT23,0.83,"6,544",864,"2,052",1,9,Low,-,"2,483",Medium,Kingston upon Thames,5
KT7,0.85,"6,225",768,"2,939",1,6,Low,-,"3,067",Medium,Kingston upon Thames,4
KT8,0.87,"12,547","1,671","5,448",3,10,Low,-,"5,717",Medium,Kingston upon Thames,4
KT24,0.84,"5,517",726,"1,670",-,5,Low,-,"2,283",Medium,Kingston upon Thames,5
LU1,1,"27,531","7,222","14,135",5,120,Low,4,"20,300",Low,Luton,1
LU4,0.98,"30,459","6,350","15,845",1,52,Low,-,"15,750",Medium,Luton,2
LU6,0.93,"19,234","3,220","7,462",2,42,Low,-,"11,117",Medium,Luton,3
LU3,1,"35,683","7,284","17,623",5,41,Low,-,"17,067",Medium,Luton,2
LU5,0.96,"23,965","4,265","10,222",9,17,Low,1,"16,150",Medium,Luton,2
LU7,1.02,"33,225","5,037","14,803",15,22,Low,1,"22,400",Medium,Luton,1
MK17,0.95,"10,407","1,401","3,725",1,15,Low,3,"8,400",High,Milton Keynes,2
MK18,0.91,"18,141","2,941","7,005",6,16,Low,1,"11,617",Medium,Milton Keynes,3
OX39,0.83,"4,115",611,"1,564",1,-,Low,-,"2,967",Medium,Oxford,5
OX27,0.83,"3,847",523,"1,786",1,1,Low,1,"2,567",Medium,Oxford,5
OX49,0.85,"2,597",331,956,1,5,Low,-,"1,467",High,Oxford,4
OX9,0.87,"8,400","1,295","3,474",7,7,Low,-,"5,050",High,Oxford,4
RG10,0.88,"10,862","1,330","4,655",2,6,Low,-,"5,100",High,Reading,4
RG12,1.02,"33,378","5,521","16,945",26,26,Low,-,"22,917",Medium,Reading,1
RG2,0.97,"23,234","4,630","12,079",6,34,Low,-,"16,333",Medium,Reading,2
RG40,0.91,"15,920","2,105","6,675",11,14,Low,-,"11,067",Medium,Reading,3
RG41,0.92,"16,684","2,482","7,704",3,10,Low,2,"10,767",Medium,Reading,3
RG42,0.9,"16,111","2,187","7,948",3,14,Low,-,"9,400",Medium,Reading,3
RG45,0.86,"8,137","1,165","3,233",2,6,Low,-,"4,650",Medium,Reading,4
RG5,0.91,"15,358","2,534","6,535",3,4,Low,-,"9,067",High,Reading,3
RG6,0.94,"21,795","4,727","10,479",12,28,Low,-,"10,700",Medium,Reading,3
RG1,1,"28,838","7,088","18,270",10,48,Low,3,"17,633",Medium,Reading,1
RG19,0.88,"10,902","1,728","5,397",7,8,Low,-,"6,650",Medium,Reading,4
RG24,0.94,"19,508","3,121","10,354",4,11,Low,-,"15,450",Low,Reading,2
RG25,0.83,"5,231",613,"2,014",1,1,Low,2,"2,883",Medium,Reading,5
RG27,0.9,"12,519","1,682","5,220",-,8,Low,-,"7,717",High,Reading,3
RG29,0.83,"3,691",437,"1,731",1,1,Low,-,"2,300",Medium,Reading,5
RG30,0.98,"28,523","4,574","14,515",6,37,Low,-,"16,350",Medium,Reading,2
RG4,0.94,"23,949","3,117","10,949",6,14,Low,1,"12,617",Medium,Reading,2
RG7,0.95,"18,745","2,524","7,928",2,21,Low,2,"12,650",High,Reading,2
RG9,0.91,"13,972","1,579","5,298",5,15,Low,1,"6,217",High,Reading,3
SL0,0.86,"6,827","1,193","2,870",2,12,Low,-,"3,583",Medium,Slough,4
SL1,1.06,"43,528","7,951","24,746",5,121,Low,2,"23,050",Medium,Slough,1
SL2,0.99,"32,115","6,214","16,294",2,58,Low,1,"18,183",Medium,Slough,2
SL3,0.95,"28,045","4,758","14,693",2,45,Low,-,"14,600",Medium,Slough,2
SL4,0.94,"26,885","3,665","12,658",8,36,Low,3,"14,550",Medium,Slough,2
SL5,0.87,"13,902","1,871","5,472",5,13,Low,-,"6,683",Medium,Slough,4
SL6,1.06,"47,362","6,998","21,972",16,60,Low,3,"25,267",Medium,Slough,1
SL60,0.8,-,-,-,-,-,Low,-,-,Medium,Slough,5
SL7,0.87,"12,835","1,578","5,160",8,16,Low,-,"6,867",Medium,Slough,4
SL8,0.82,"3,995",523,"1,434",3,2,Low,-,"1,617",Low,Slough,5
SL9,0.86,"12,035","1,748","4,261",7,13,Low,-,"5,567",Medium,Slough,4
TW12,0.89,"14,666","2,068","6,483",9,20,Low,-,"7,400",Medium,Twickenham,4
TW13,0.96,"23,254","4,208","12,276",3,38,Low,-,"13,633",Medium,Twickenham,2
TW14,0.93,"17,707","3,394","8,980",-,30,Low,-,"11,783",Medium,Twickenham,3
TW15,0.91,"17,050","2,746","7,344",14,36,Low,-,"10,133",Medium,Twickenham,3
TW16,0.87,"12,586","2,039","5,562",3,16,Low,-,"7,000",Low,Twickenham,4
TW17,0.86,"9,070","1,336","3,211",2,-,Low,-,"4,767",Medium,Twickenham,4
TW18,0.89,"16,828","2,382","8,028",2,25,Low,-,"9,267",Low,Twickenham,3
TW19,0.87,"10,169","1,688","4,671",3,17,Low,-,"6,033",Medium,Twickenham,4
TW2,0.91,"19,501","2,922","9,538",5,32,Low,-,"8,100",Medium,Twickenham,3
TW20,0.92,"14,725","4,424","5,747",5,20,Low,-,"9,300",High,Twickenham,3
TW3,0.97,"25,295","4,985","15,715",2,89,Low,-,"15,083",Medium,Twickenham,2
TW4,0.92,"16,587","3,571","9,534",2,121,Low,-,"10,183",Medium,Twickenham,3
TW5,0.91,"17,779","3,909","9,804",5,66,Low,-,"9,400",Medium,Twickenham,3
TW6,0.83,-,-,-,3,1,Low,-,"3,333",Medium,Twickenham,5
UB1,0.95,"22,623","5,377","12,882",-,96,Low,-,"12,600",Medium,Uxbridge,2
UB10,0.93,"20,417","4,066","9,025",4,88,Low,-,"10,783",Medium,Uxbridge,3
UB11,0.81,-,-,-,-,-,Low,-,"1,000",Medium,Uxbridge,5
